Month,Sunspots
1866-09,7.30
1866-10,14.10
1866-11,9.00
1866-12,1.50
1867-01,0.00
1867-02,0.70
1867-03,9.20
1867-04,5.10
1867-05,2.90
1867-06,1.50
1867-07,5.00
1867-08,4.90
1867-09,9.80
1867-10,13.50
1867-11,9.30
1867-12,25.20
1868-01,15.60
1868-02,15.80
1868-03,26.50
1868-04,36.60
1868-05,26.70
1868-06,31.10
1868-07,28.60
1868-08,34.40
1868-09,43.80
1868-10,61.70
1868-11,59.10
1868-12,67.60
1869-01,60.90
1869-02,59.30
1869-03,52.70
1869-04,41.00
1869-05,104.00
1869-06,108.40
1869-07,59.20
1869-08,79.60
1869-09,80.60
1869-10,59.40
1869-11,77.40
1869-12,104.30
1870-01,77.30
1870-02,114.90
1870-03,159.40
1870-04,160.00
1870-05,176.00
1870-06,135.60
1870-07,132.40
1870-08,153.80
1870-09,136.00
1870-10,146.40
1870-11,147.50
1870-12,130.00
1871-01,88.30
1871-02,125.30
1871-03,143.20
1871-04,162.40
1871-05,145.50
1871-06,91.70
1871-07,103.00
1871-08,110.00
1871-09,80.30
1871-10,89.00
1871-11,105.40
1871-12,90.30
1872-01,79.50
1872-02,120.10
1872-03,88.40
1872-04,102.10
1872-05,107.60
1872-06,109.90
1872-07,105.50
1872-08,92.90
1872-09,114.60
1872-10,103.50
1872-11,112.00
1872-12,83.90
1873-01,86.70
1873-02,107.00
1873-03,98.30
1873-04,76.20
1873-05,47.90
1873-06,44.80
1873-07,66.90
1873-08,68.20
1873-09,47.50
1873-10,47.40
1873-11,55.40
1873-12,49.20
1874-01,60.80
1874-02,64.20
1874-03,46.40
1874-04,32.00
1874-05,44.60
1874-06,38.20
1874-07,67.80
1874-08,61.30
1874-09,28.00
1874-10,34.30
1874-11,28.90
1874-12,29.30
1875-01,14.60
1875-02,22.20
1875-03,33.80
1875-04,29.10
1875-05,11.50
1875-06,23.90
1875-07,12.50
1875-08,14.60
1875-09,2.40
1875-10,12.70
1875-11,17.70
1875-12,9.90
1876-01,14.30
1876-02,15.00
1876-03,31.20
1876-04,2.30
1876-05,5.10
1876-06,1.60
1876-07,15.20
1876-08,8.80
1876-09,9.90
1876-10,14.30
1876-11,9.90
1876-12,8.20
1877-01,24.40
1877-02,8.70
1877-03,11.70
1877-04,15.80
1877-05,21.20
1877-06,13.40
1877-07,5.90
1877-08,6.30
1877-09,16.40
1877-10,6.70
1877-11,14.50
1877-12,2.30
1878-01,3.30
1878-02,6.00
1878-03,7.80
1878-04,0.10
1878-05,5.80
1878-06,6.40
1878-07,0.10
1878-08,0.00
1878-09,5.30
1878-10,1.10
1878-11,4.10
1878-12,0.50
1879-01,0.80
1879-02,0.60
1879-03,0.00
1879-04,6.20
1879-05,2.40
1879-06,4.80
1879-07,7.50
1879-08,10.70
1879-09,6.10
1879-10,12.30
1879-11,12.90
1879-12,7.20
1880-01,24.00
1880-02,27.50
1880-03,19.50
1880-04,19.30
1880-05,23.50
1880-06,34.10
1880-07,21.90
1880-08,48.10
1880-09,66.00
1880-10,43.00
1880-11,30.70
1880-12,29.60
1881-01,36.40
1881-02,53.20
1881-03,51.50
1881-04,51.70
1881-05,43.50
1881-06,60.50
1881-07,76.90
1881-08,58.00
1881-09,53.20
1881-10,64.00
1881-11,54.80
1881-12,47.30
1882-01,45.00
1882-02,69.30
1882-03,67.50
1882-04,95.80
1882-05,64.10
1882-06,45.20
1882-07,45.40
1882-08,40.40
1882-09,57.70
1882-10,59.20
1882-11,84.40
1882-12,41.80
1883-01,60.60
1883-02,46.90
1883-03,42.80
1883-04,82.10
1883-05,32.10
1883-06,76.50
1883-07,80.60
1883-08,46.00
1883-09,52.60
1883-10,83.80
1883-11,84.50
1883-12,75.90
1884-01,91.50
1884-02,86.90
1884-03,86.80
1884-04,76.10
1884-05,66.50
1884-06,51.20
1884-07,53.10
1884-08,55.80
1884-09,61.90
1884-10,47.80
1884-11,36.60
1884-12,47.20
1885-01,42.80
1885-02,71.80
1885-03,49.80
1885-04,55.00
1885-05,73.00
1885-06,83.70
1885-07,66.50
1885-08,50.00
1885-09,39.60
1885-10,38.70
1885-11,33.30
1885-12,21.70
1886-01,29.90
1886-02,25.90
1886-03,57.30
1886-04,43.70
1886-05,30.70
1886-06,27.10
1886-07,30.30
1886-08,16.90
1886-09,21.40
1886-10,8.60
1886-11,0.30
1886-12,12.40
1887-01,10.30
1887-02,13.20
1887-03,4.20
1887-04,6.90
1887-05,20.00
1887-06,15.70
1887-07,23.30
1887-08,21.40
1887-09,7.40
1887-10,6.60
1887-11,6.90
1887-12,20.70
1888-01,12.70
1888-02,7.10
1888-03,7.80
1888-04,5.10
1888-05,7.00
1888-06,7.10
1888-07,3.10
1888-08,2.80
1888-09,8.80
1888-10,2.10
1888-11,10.70
1888-12,6.70
1889-01,0.80
1889-02,8.50
1889-03,7.00
1889-04,4.30
1889-05,2.40
1889-06,6.40
1889-07,9.70
1889-08,20.60
1889-09,6.50
1889-10,2.10
1889-11,0.20
1889-12,6.70
1890-01,5.30
1890-02,0.60
1890-03,5.10
1890-04,1.60
1890-05,4.80
1890-06,1.30
1890-07,11.60
1890-08,8.50
1890-09,17.20
1890-10,11.20
1890-11,9.60
1890-12,7.80
1891-01,13.50
1891-02,22.20
1891-03,10.40
1891-04,20.50
1891-05,41.10
1891-06,48.30
1891-07,58.80
1891-08,33.20
1891-09,53.80
1891-10,51.50
1891-11,41.90
1891-12,32.30
1892-01,69.10
1892-02,75.60
1892-03,49.90
1892-04,69.60
1892-05,79.60
1892-06,76.30
1892-07,76.80
1892-08,101.40
1892-09,62.80
1892-10,70.50
1892-11,65.40
1892-12,78.60
1893-01,75.00
1893-02,73.00
1893-03,65.70
1893-04,88.10
1893-05,84.70
1893-06,88.20
1893-07,88.80
1893-08,129.20
1893-09,77.90
1893-10,79.70
1893-11,75.10
1893-12,93.80
1894-01,83.20
1894-02,84.60
1894-03,52.30
1894-04,81.60
1894-05,101.20
1894-06,98.90
1894-07,106.00
1894-08,70.30
1894-09,65.90
1894-10,75.50
1894-11,56.60
1894-12,60.00
1895-01,63.30
1895-02,67.20
1895-03,61.00
1895-04,76.90
1895-05,67.50
1895-06,71.50
1895-07,47.80
1895-08,68.90
1895-09,57.70
1895-10,67.90
1895-11,47.20
1895-12,70.70
1896-01,29.00
1896-02,57.40
1896-03,52.00
1896-04,43.80
1896-05,27.70
1896-06,49.00
1896-07,45.00
1896-08,27.20
1896-09,61.30
1896-10,28.40
1896-11,38.00
1896-12,42.60
1897-01,40.60
1897-02,29.40
1897-03,29.10
1897-04,31.00
1897-05,20.00
1897-06,11.30
1897-07,27.60
1897-08,21.80
1897-09,48.10
1897-10,14.30
1897-11,8.40
1897-12,33.30
1898-01,30.20
1898-02,36.40
1898-03,38.30
1898-04,14.50
1898-05,25.80
1898-06,22.30
1898-07,9.00
1898-08,31.40
1898-09,34.80
1898-10,34.40
1898-11,30.90
1898-12,12.60
1899-01,19.50
1899-02,9.20
1899-03,18.10
1899-04,14.20
1899-05,7.70
1899-06,20.50
1899-07,13.50
1899-08,2.90
1899-09,8.40
1899-10,13.00
1899-11,7.80
1899-12,10.50
1900-01,9.40
1900-02,13.60
1900-03,8.60
1900-04,16.00
1900-05,15.20
1900-06,12.10
1900-07,8.30
1900-08,4.30
1900-09,8.30
1900-10,12.90
1900-11,4.50
1900-12,0.30
1901-01,0.20
1901-02,2.40
1901-03,4.50
1901-04,0.00
1901-05,10.20
1901-06,5.80
1901-07,0.70
1901-08,1.00
1901-09,0.60
1901-10,3.70
1901-11,3.80
1901-12,0.00
1902-01,5.20
1902-02,0.00
1902-03,12.40
1902-04,0.00
1902-05,2.80
1902-06,1.40
1902-07,0.90
1902-08,2.30
1902-09,7.60
1902-10,16.30
1902-11,10.30
1902-12,1.10
1903-01,8.30
1903-02,17.00
1903-03,13.50
1903-04,26.10
1903-05,14.60
1903-06,16.30
1903-07,27.90
1903-08,28.80
1903-09,11.10
1903-10,38.90
1903-11,44.50
1903-12,45.60
1904-01,31.60
1904-02,24.50
1904-03,37.20
1904-04,43.00
1904-05,39.50
1904-06,41.90
1904-07,50.60
1904-08,58.20
1904-09,30.10
1904-10,54.20
1904-11,38.00
1904-12,54.60
1905-01,54.80
1905-02,85.80
1905-03,56.50
1905-04,39.30
1905-05,48.00
1905-06,49.00
1905-07,73.00
1905-08,58.80
1905-09,55.00
1905-10,78.70
1905-11,107.20
1905-12,55.50
1906-01,45.50
1906-02,31.30
1906-03,64.50
1906-04,55.30
1906-05,57.70
1906-06,63.20
1906-07,103.60
1906-08,47.70
1906-09,56.10
1906-10,17.80
1906-11,38.90
1906-12,64.70
1907-01,76.40
1907-02,108.20
1907-03,60.70
1907-04,52.60
1907-05,42.90
1907-06,40.40
1907-07,49.70
1907-08,54.30
1907-09,85.00
1907-10,65.40
1907-11,61.50
1907-12,47.30
1908-01,39.20
1908-02,33.90
1908-03,28.70
1908-04,57.60
1908-05,40.80
1908-06,48.10
1908-07,39.50
1908-08,90.50
1908-09,86.90
1908-10,32.30
1908-11,45.50
1908-12,39.50
1909-01,56.70
1909-02,46.60
1909-03,66.30
1909-04,32.30
1909-05,36.00
1909-06,22.60
1909-07,35.80
1909-08,23.10
1909-09,38.80
1909-10,58.40
1909-11,55.80
1909-12,54.20
1910-01,26.40
1910-02,31.50
1910-03,21.40
1910-04,8.40
1910-05,22.20
1910-06,12.30
1910-07,14.10
1910-08,11.50
1910-09,26.20
1910-10,38.30
1910-11,4.90
1910-12,5.80
1911-01,3.40
1911-02,9.00
1911-03,7.80
1911-04,16.50
1911-05,9.00
1911-06,2.20
1911-07,3.50
1911-08,4.00
1911-09,4.00
1911-10,2.60
1911-11,4.20
1911-12,2.20
1912-01,0.30
1912-02,0.00
1912-03,4.90
1912-04,4.50
1912-05,4.40
1912-06,4.10
1912-07,3.00
1912-08,0.30
1912-09,9.50
1912-10,4.60
1912-11,1.10
1912-12,6.40
1913-01,2.30
1913-02,2.90
1913-03,0.50
1913-04,0.90
1913-05,0.00
1913-06,0.00
1913-07,1.70
1913-08,0.20
1913-09,1.20
1913-10,3.10
1913-11,0.70
1913-12,3.80
1914-01,2.80
1914-02,2.60
1914-03,3.10
1914-04,17.30
1914-05,5.20
1914-06,11.40
1914-07,5.40
1914-08,7.70
1914-09,12.70
1914-10,8.20
1914-11,16.40
1914-12,22.30
1915-01,23.00
1915-02,42.30
1915-03,38.80
1915-04,41.30
1915-05,33.00
1915-06,68.80
1915-07,71.60
1915-08,69.60
1915-09,49.50
1915-10,53.50
1915-11,42.50
1915-12,34.50
1916-01,45.30
1916-02,55.40
1916-03,67.00
1916-04,71.80
1916-05,74.50
1916-06,67.70
1916-07,53.50
1916-08,35.20
1916-09,45.10
1916-10,50.70
1916-11,65.60
1916-12,53.00
1917-01,74.70
1917-02,71.90
1917-03,94.80
1917-04,74.70
1917-05,114.10
1917-06,114.90
1917-07,119.80
1917-08,154.50
1917-09,129.40
1917-10,72.20
1917-11,96.40
1917-12,129.30
1918-01,96.00
1918-02,65.30
1918-03,72.20
1918-04,80.50
1918-05,76.70
1918-06,59.40
1918-07,107.60
1918-08,101.70
1918-09,79.90
1918-10,85.00
1918-11,83.40
1918-12,59.20
1919-01,48.10
1919-02,79.50
1919-03,66.50
1919-04,51.80
1919-05,88.10
1919-06,111.20
1919-07,64.70
1919-08,69.00
1919-09,54.70
1919-10,52.80
1919-11,42.00
1919-12,34.90
1920-01,51.10
1920-02,53.90
1920-03,70.20
1920-04,14.80
1920-05,33.30
1920-06,38.70
1920-07,27.50
1920-08,19.20
1920-09,36.30
1920-10,49.60
1920-11,27.20
1920-12,29.90
1921-01,31.50
1921-02,28.30
1921-03,26.70
1921-04,32.40
1921-05,22.20
1921-06,33.70
1921-07,41.90
1921-08,22.80
1921-09,17.80
1921-10,18.20
1921-11,17.80
1921-12,20.30
1922-01,11.80
1922-02,26.40
1922-03,54.70
1922-04,11.00
1922-05,8.00
1922-06,5.80
1922-07,10.90
1922-08,6.50
1922-09,4.70
1922-10,6.20
1922-11,7.40
1922-12,17.50
1923-01,4.50
1923-02,1.50
1923-03,3.30
1923-04,6.10
1923-05,3.20
1923-06,9.10
1923-07,3.50
1923-08,0.50
1923-09,13.20
1923-10,11.60
1923-11,10.00
1923-12,2.80
1924-01,0.50
1924-02,5.10
1924-03,1.80
1924-04,11.30
1924-05,20.80
1924-06,24.00
1924-07,28.10
1924-08,19.30
1924-09,25.10
1924-10,25.60
1924-11,22.50
1924-12,16.50
1925-01,5.50
1925-02,23.20
1925-03,18.00
1925-04,31.70
1925-05,42.80
1925-06,47.50
1925-07,38.50
1925-08,37.90
1925-09,60.20
1925-10,69.20
1925-11,58.60
1925-12,98.60
1926-01,71.80
1926-02,70.00
1926-03,62.50
1926-04,38.50
1926-05,64.30
1926-06,73.50
1926-07,52.30
1926-08,61.60
1926-09,60.80
1926-10,71.50
1926-11,60.50
1926-12,79.40
1927-01,81.60
1927-02,93.00
1927-03,69.60
1927-04,93.50
1927-05,79.10
1927-06,59.10
1927-07,54.90
1927-08,53.80
1927-09,68.40
1927-10,63.10
1927-11,67.20
1927-12,45.20
1928-01,83.50
1928-02,73.50
1928-03,85.40
1928-04,80.60
1928-05,76.90
1928-06,91.40
1928-07,98.00
1928-08,83.80
1928-09,89.70
1928-10,61.40
1928-11,50.30
1928-12,59.00
1929-01,68.90
1929-02,64.10
1929-03,50.20
1929-04,52.80
1929-05,58.20
1929-06,71.90
1929-07,70.20
1929-08,65.80
1929-09,34.40
1929-10,54.00
1929-11,81.10
1929-12,108.00
1930-01,65.30
1930-02,49.20
1930-03,35.00
1930-04,38.20
1930-05,36.80
1930-06,28.80
1930-07,21.90
1930-08,24.90
1930-09,32.10
1930-10,34.40
1930-11,35.60
1930-12,25.80
1931-01,14.60
1931-02,43.10
1931-03,30.00
1931-04,31.20
1931-05,24.60
1931-06,15.30
1931-07,17.40
1931-08,13.00
1931-09,19.00
1931-10,10.00
1931-11,18.70
1931-12,17.80
1932-01,12.10
1932-02,10.60
1932-03,11.20
1932-04,11.20
1932-05,17.90
1932-06,22.20
1932-07,9.60
1932-08,6.80
1932-09,4.00
1932-10,8.90
1932-11,8.20
1932-12,11.00
1933-01,12.30
1933-02,22.20
1933-03,10.10
1933-04,2.90
1933-05,3.20
1933-06,5.20
1933-07,2.80
1933-08,0.20
1933-09,5.10
1933-10,3.00
1933-11,0.60
1933-12,0.30
1934-01,3.40
1934-02,7.80
1934-03,4.30
1934-04,11.30
1934-05,19.70
1934-06,6.70
1934-07,9.30
1934-08,8.30
1934-09,4.00
1934-10,5.70
1934-11,8.70
1934-12,15.40
1935-01,18.90
1935-02,20.50
1935-03,23.10
1935-04,12.20
1935-05,27.30
1935-06,45.70
1935-07,33.90
1935-08,30.10
1935-09,42.10
1935-10,53.20
1935-11,64.20
1935-12,61.50
1936-01,62.80
1936-02,74.30
1936-03,77.10
1936-04,74.90
1936-05,54.60
1936-06,70.00
1936-07,52.30
1936-08,87.00
1936-09,76.00
1936-10,89.00
1936-11,115.40
1936-12,123.40
1937-01,132.50
1937-02,128.50
1937-03,83.90
1937-04,109.30
1937-05,116.70
1937-06,130.30
1937-07,145.10
1937-08,137.70
1937-09,100.70
1937-10,124.90
1937-11,74.40
1937-12,88.80
1938-01,98.40
1938-02,119.20
1938-03,86.50
1938-04,101.00
1938-05,127.40
1938-06,97.50
1938-07,165.30
1938-08,115.70
1938-09,89.60
1938-10,99.10
1938-11,122.20
1938-12,92.70
1939-01,80.30
1939-02,77.40
1939-03,64.60
1939-04,109.10
1939-05,118.30
1939-06,101.00
1939-07,97.60
1939-08,105.80
1939-09,112.60
1939-10,88.10
1939-11,68.10
1939-12,42.10
1940-01,50.50
1940-02,59.40
1940-03,83.30
1940-04,60.70
1940-05,54.40
1940-06,83.90
1940-07,67.50
1940-08,105.50
1940-09,66.50
1940-10,55.00
1940-11,58.40
1940-12,68.30
1941-01,45.60
1941-02,44.50
1941-03,46.40
1941-04,32.80
1941-05,29.50
1941-06,59.80
1941-07,66.90
1941-08,60.00
1941-09,65.90
1941-10,46.30
1941-11,38.30
1941-12,33.70
1942-01,35.60
1942-02,52.80
1942-03,54.20
1942-04,60.70
1942-05,25.00
1942-06,11.40
1942-07,17.70
1942-08,20.20
1942-09,17.20
1942-10,19.20
1942-11,30.70
1942-12,22.50
1943-01,12.40
1943-02,28.90
1943-03,27.40
1943-04,26.10
1943-05,14.10
1943-06,7.60
1943-07,13.20
1943-08,19.40
1943-09,10.00
1943-10,7.80
1943-11,10.20
1943-12,18.80
1944-01,3.70
1944-02,0.50
1944-03,11.00
1944-04,0.30
1944-05,2.50
1944-06,5.00
1944-07,5.00
1944-08,16.70
1944-09,14.30
1944-10,16.90
1944-11,10.80
1944-12,28.40
1945-01,18.50
1945-02,12.70
1945-03,21.50
1945-04,32.00
1945-05,30.60
1945-06,36.20
1945-07,42.60
1945-08,25.90
1945-09,34.90
1945-10,68.80
1945-11,46.00
1945-12,27.40
1946-01,47.60
1946-02,86.20
1946-03,76.60
1946-04,75.70
1946-05,84.90
1946-06,73.50
1946-07,116.20
1946-08,107.20
1946-09,94.40
1946-10,102.30
1946-11,123.80
1946-12,121.70
1947-01,115.70
1947-02,113.40
1947-03,129.80
1947-04,149.80
1947-05,201.30
1947-06,163.90
1947-07,157.90
1947-08,188.80
1947-09,169.40
1947-10,163.60
1947-11,128.00
1947-12,116.50
1948-01,108.50
1948-02,86.10
1948-03,94.80
1948-04,189.70
1948-05,174.00
1948-06,167.80
1948-07,142.20
1948-08,157.90
1948-09,143.30
1948-10,136.30
1948-11,95.80
1948-12,138.00
1949-01,119.10
1949-02,182.30
1949-03,157.50
1949-04,147.00
1949-05,106.20
1949-06,121.70
1949-07,125.80
1949-08,123.80
1949-09,145.30
1949-10,131.60
1949-11,143.50
1949-12,117.60
1950-01,101.60
1950-02,94.80
1950-03,109.70
1950-04,113.40
1950-05,106.20
1950-06,83.60
1950-07,91.00
1950-08,85.20
1950-09,51.30
1950-10,61.40
1950-11,54.80
1950-12,54.10
1951-01,59.90
1951-02,59.90
1951-03,59.90
1951-04,92.90
1951-05,108.50
1951-06,100.60
1951-07,61.50
1951-08,61.00
1951-09,83.10
1951-10,51.60
1951-11,52.40
1951-12,45.80
1952-01,40.70
1952-02,22.70
1952-03,22.00
1952-04,29.10
1952-05,23.40
1952-06,36.40
1952-07,39.30
1952-08,54.90
1952-09,28.20
1952-10,23.80
1952-11,22.10
1952-12,34.30
1953-01,26.50
1953-02,3.90
1953-03,10.00
1953-04,27.80
1953-05,12.50
1953-06,21.80
1953-07,8.60
1953-08,23.50
1953-09,19.30
1953-10,8.20
1953-11,1.60
1953-12,2.50
1954-01,0.20
1954-02,0.50
1954-03,10.90
1954-04,1.80
1954-05,0.80
1954-06,0.20
1954-07,4.80
1954-08,8.40
1954-09,1.50
1954-10,7.00
1954-11,9.20
1954-12,7.60
1955-01,23.10
1955-02,20.80
1955-03,4.90
1955-04,11.30
1955-05,28.90
1955-06,31.70
1955-07,26.70
1955-08,40.70
1955-09,42.70
1955-10,58.50
1955-11,89.20
1955-12,76.90
1956-01,73.60
1956-02,124.00
1956-03,118.40
1956-04,110.70
1956-05,136.60
1956-06,116.60
1956-07,129.10
1956-08,169.60
1956-09,173.20
1956-10,155.30
1956-11,201.30
1956-12,192.10
1957-01,165.00
1957-02,130.20
1957-03,157.40
1957-04,175.20
1957-05,164.60
1957-06,200.70
1957-07,187.20
1957-08,158.00
1957-09,235.80
1957-10,253.80
1957-11,210.90
1957-12,239.40
1958-01,202.50
1958-02,164.90
1958-03,190.70
1958-04,196.00
1958-05,175.30
1958-06,171.50
1958-07,191.40
1958-08,200.20
1958-09,201.20
1958-10,181.50
1958-11,152.30
1958-12,187.60
1959-01,217.40
1959-02,143.10
1959-03,185.70
1959-04,163.30
1959-05,172.00
1959-06,168.70
1959-07,149.60
1959-08,199.60
1959-09,145.20
1959-10,111.40
1959-11,124.00
1959-12,125.00
1960-01,146.30
1960-02,106.00
1960-03,102.20
1960-04,122.00
1960-05,119.60
1960-06,110.20
1960-07,121.70
1960-08,134.10
1960-09,127.20
1960-10,82.80
1960-11,89.60
1960-12,85.60
1961-01,57.90
1961-02,46.10
1961-03,53.00
1961-04,61.40
1961-05,51.00
1961-06,77.40
1961-07,70.20
1961-08,55.90
1961-09,63.60
1961-10,37.70
1961-11,32.60
1961-12,40.00
1962-01,38.70
1962-02,50.30
1962-03,45.60
1962-04,46.40
1962-05,43.70
1962-06,42.00
1962-07,21.80
1962-08,21.80
1962-09,51.30
1962-10,39.50
1962-11,26.90
1962-12,23.20
1963-01,19.80
1963-02,24.40
1963-03,17.10
1963-04,29.30
1963-05,43.00
1963-06,35.90
1963-07,19.60
1963-08,33.20
1963-09,38.80
1963-10,35.30
1963-11,23.40
1963-12,14.90
1964-01,15.30
1964-02,17.70
1964-03,16.50
1964-04,8.60
1964-05,9.50
1964-06,9.10
1964-07,3.10
1964-08,9.30
1964-09,4.70
1964-10,6.10
1964-11,7.40
1964-12,15.10
1965-01,17.50
1965-02,14.20
1965-03,11.70
1965-04,6.80
1965-05,24.10
1965-06,15.90
1965-07,11.90
1965-08,8.90
1965-09,16.80
1965-10,20.10
1965-11,15.80
1965-12,17.00
1966-01,28.20
1966-02,24.40
1966-03,25.30
1966-04,48.70
1966-05,45.30
1966-06,47.70
1966-07,56.70
1966-08,51.20
1966-09,50.20
1966-10,57.20
1966-11,57.20
1966-12,70.40
1967-01,110.90
1967-02,93.60
1967-03,111.80
1967-04,69.50
1967-05,86.50
1967-06,67.30
1967-07,91.50
1967-08,107.20
1967-09,76.80
1967-10,88.20
1967-11,94.30
1967-12,126.40
1968-01,121.80
1968-02,111.90
1968-03,92.20
1968-04,81.20
1968-05,127.20
1968-06,110.30
1968-07,96.10
1968-08,109.30
1968-09,117.20
1968-10,107.70
1968-11,86.00
1968-12,109.80
1969-01,104.40
1969-02,120.50
1969-03,135.80
1969-04,106.80
1969-05,120.00
1969-06,106.00
1969-07,96.80
1969-08,98.00
1969-09,91.30
1969-10,95.70
1969-11,93.50
1969-12,97.90
1970-01,111.50
1970-02,127.80
1970-03,102.90
1970-04,109.50
1970-05,127.50
1970-06,106.80
1970-07,112.50
1970-08,93.00
1970-09,99.50
1970-10,86.60
1970-11,95.20
1970-12,83.50
1971-01,91.30
1971-02,79.00
1971-03,60.70
1971-04,71.80
1971-05,57.50
1971-06,49.80
1971-07,81.00
1971-08,61.40
1971-09,50.20
1971-10,51.70
1971-11,63.20
1971-12,82.20
1972-01,61.50
1972-02,88.40
1972-03,80.10
1972-04,63.20
1972-05,80.50
1972-06,88.00
1972-07,76.50
1972-08,76.80
1972-09,64.00
1972-10,61.30
1972-11,41.60
1972-12,45.30
1973-01,43.40
1973-02,42.90
1973-03,46.00
1973-04,57.70
1973-05,42.40
1973-06,39.50
1973-07,23.10
1973-08,25.60
1973-09,59.30
1973-10,30.70
1973-11,23.90
1973-12,23.30
1974-01,27.60
1974-02,26.00
1974-03,21.30
1974-04,40.30
1974-05,39.50
1974-06,36.00
1974-07,55.80
1974-08,33.60
1974-09,40.20
1974-10,47.10
1974-11,25.00
1974-12,20.50
1975-01,18.90
1975-02,11.50
1975-03,11.50
1975-04,5.10
1975-05,9.00
1975-06,11.40
1975-07,28.20
1975-08,39.70
1975-09,13.90
1975-10,9.10
1975-11,19.40
1975-12,7.80
1976-01,8.10
1976-02,4.30
1976-03,21.90
1976-04,18.80
1976-05,12.40
1976-06,12.20
1976-07,1.90
1976-08,16.40
1976-09,13.50
1976-10,20.60
1976-11,5.20
1976-12,15.30
1977-01,16.40
1977-02,23.10
1977-03,8.70
1977-04,12.90
1977-05,18.60
1977-06,38.50
1977-07,21.40
1977-08,30.10
1977-09,44.00
1977-10,43.80
1977-11,29.10
1977-12,43.20
1978-01,51.90
1978-02,93.60
1978-03,76.50
1978-04,99.70
1978-05,82.70
1978-06,95.10
1978-07,70.40
1978-08,58.10
1978-09,138.20
1978-10,125.10
1978-11,97.90
1978-12,122.70
1979-01,166.60
1979-02,137.50
1979-03,138.00
1979-04,101.50
1979-05,134.40
1979-06,149.50
1979-07,159.40
1979-08,142.20
1979-09,188.40
1979-10,186.20
1979-11,183.30
1979-12,176.30
1980-01,159.60
1980-02,155.00
1980-03,126.20
1980-04,164.10
1980-05,179.90
1980-06,157.30
1980-07,136.30
1980-08,135.40
1980-09,155.00
1980-10,164.70
1980-11,147.90
1980-12,174.40
1981-01,114.00
1981-02,141.30
1981-03,135.50
1981-04,156.40
1981-05,127.50
1981-06,90.00
1981-07,143.80
1981-08,158.70
1981-09,167.30
1981-10,162.40
1981-11,137.50
1981-12,150.10
1982-01,111.20
1982-02,163.60
1982-03,153.80
1982-04,122.00
1982-05,82.20
1982-06,110.40
1982-07,106.10
1982-08,107.60
1982-09,118.80
1982-10,94.70
1982-11,98.10
1982-12,127.00
1983-01,84.30
1983-02,51.00
1983-03,66.50
1983-04,80.70
1983-05,99.20
1983-06,91.10
1983-07,82.20
1983-08,71.80
1983-09,50.30
1983-10,55.80
1983-11,33.30
1983-12,33.40